type,id,attributes.state,attributes.lastLocationUpdate,attributes.lastStateChange,attributes.batteryLevel,attributes.currentRangeMeters,attributes.lat,attributes.lng,attributes.maxSpeed,attributes.zoneId,attributes.code,attributes.iotVendor,attributes.licencePlate,attributes.isRentable,attributes.vehicleType,attributes.hasHelmetBox,attributes.hasHelmet
vehicle,36f5cf28-edc9-46ce-b7f6-05b50bfb5649,ACTIVE,2023-09-22T07:12:11Z,2023-09-16T21:47:26Z,45,17000,51.319655,12.342046,20,LEIPZIG,368663,ninebot_g3,166WOD,True,escooter,False,False
vehicle,27b7aac5-1e0f-4a60-a366-720effbc6413,ACTIVE,2023-09-22T02:31:58Z,2023-09-21T23:23:56Z,94,44000,51.361078,12.370148,20,LEIPZIG,368686,ninebot_g3,931WNT,True,escooter,False,False
vehicle,9f49d082-2a9e-4019-b9b5-8d209292a967,ACTIVE,2023-09-22T08:03:07Z,2023-09-16T17:35:07Z,56,23000,51.347609,12.313387,20,LEIPZIG,368843,ninebot_g3,111WOS,True,escooter,False,False
vehicle,c0e89862-6fe8-4bd9-83bd-29e19505f9ab,ACTIVE,2023-09-22T04:08:59Z,2023-09-19T23:42:49Z,85,39000,51.342148,12.353217,20,LEIPZIG,369124,ninebot_g3,956WOS,True,escooter,False,False
vehicle,99ed9748-d09c-41b4-86a3-38d9107b8276,ACTIVE,2023-09-20T20:58:18Z,2023-09-12T10:29:12Z,34,11000,51.342132,12.353217,20,LEIPZIG,369128,ninebot_g3,047WOS,True,escooter,False,False
vehicle,8c9f9e0f-67bf-4fda-a9b6-c6fc7a99efda,ACTIVE,2023-09-22T06:39:05Z,2023-09-17T19:56:04Z,73,32000,51.344904,12.379289,20,LEIPZIG,369201,ninebot_g3,065WOD,True,escooter,False,False
vehicle,c2bffa71-182e-4663-a6dd-9f66615d213c,ACTIVE,2023-09-21T22:16:39Z,2023-09-19T20:00:52Z,72,32000,51.3612,12.38123,20,LEIPZIG,369217,ninebot_g3,036WOD,True,escooter,False,False
vehicle,b6f629f5-45d5-406a-8074-2e176bdb62ef,ACTIVE,2023-09-22T08:28:59Z,2023-09-20T19:43:25Z,88,41000,51.317547,12.368208,20,LEIPZIG,369224,ninebot_g3,128WOD,True,escooter,False,False
vehicle,d838c55d-d4b9-4f86-b2ba-d9c854652705,ACTIVE,2023-09-22T04:07:57Z,2023-09-18T20:46:50Z,86,40000,51.349928,12.46333,20,LEIPZIG,369333,ninebot_g3,168WOS,True,escooter,False,False
vehicle,f3c36d41-9e88-49ea-9e98-b8242ad5e47e,ACTIVE,2023-09-21T07:34:31Z,2023-09-20T21:11:27Z,89,41000,51.363903,12.402437,20,LEIPZIG,369437,ninebot_g3,110WOD,True,escooter,False,False
vehicle,5f63b312-aa48-4f8f-9948-f2795019c947,ACTIVE,2023-09-21T21:39:45Z,2023-09-20T21:19:03Z,79,36000,51.371873,12.364383,20,LEIPZIG,369554,ninebot_g3,147WOS,True,escooter,False,False
vehicle,eec57f80-7d40-4c14-928f-e10654e9ebc5,ACTIVE,2023-09-21T19:58:29Z,2023-09-22T05:09:24Z,44,17000,51.413187,12.304624,20,LEIPZIG,369763,ninebot_g3,115WOD,True,escooter,False,False
vehicle,c0f5bef4-fd8c-4194-8fe9-e50aa35fb6a4,ACTIVE,2023-09-21T22:05:05Z,2023-09-18T23:42:25Z,65,28000,51.343918,12.428622,20,LEIPZIG,369774,ninebot_g3,093WOD,True,escooter,False,False
vehicle,f8fb48cd-8817-43f1-9ddc-a792dcb0e4d3,ACTIVE,2023-09-21T21:51:12Z,2023-09-20T21:27:00Z,65,28000,51.343127,12.365166,20,LEIPZIG,370128,ninebot_g3,016WOD,True,escooter,False,False
vehicle,ca8b4c52-2f97-4a02-b413-9a6117fb326a,ACTIVE,2023-09-22T01:18:48Z,2023-09-21T00:28:49Z,89,41000,51.371834,12.36444,20,LEIPZIG,370133,ninebot_g3,919WOS,True,escooter,False,False
vehicle,23f79c25-b648-400c-a7f6-22a9ab6c3112,ACTIVE,2023-09-22T03:31:55Z,2023-09-17T17:52:17Z,82,37000,51.332332,12.395342,20,LEIPZIG,370146,ninebot_g3,144WOD,True,escooter,False,False
vehicle,239c62bf-467a-4a1f-8072-39257e7e0ef8,ACTIVE,2023-09-22T08:03:01Z,2023-09-16T21:48:34Z,48,19000,51.397522,12.398081,20,LEIPZIG,370161,ninebot_g3,759WOS,True,escooter,False,False
vehicle,0c46a8db-5a38-4818-b9ba-b4ab1b587b5e,ACTIVE,2023-09-21T14:37:54Z,2023-09-21T00:22:35Z,85,39000,51.368424,12.386564,20,LEIPZIG,370233,ninebot_g3,998WOS,True,escooter,False,False
vehicle,4869c738-4806-4a4f-a54a-7d9d4d15fcf9,ACTIVE,2023-09-22T06:18:11Z,2023-09-16T20:05:09Z,74,33000,51.371854,12.36443,20,LEIPZIG,370356,ninebot_g3,135WOD,True,escooter,False,False
vehicle,a6c1750e-941f-40e7-825a-34c88d64b984,ACTIVE,2023-09-22T06:18:54Z,2023-09-21T01:04:42Z,72,32000,51.31448,12.373158,20,LEIPZIG,370414,ninebot_g3,741WOS,True,escooter,False,False
vehicle,3ed13ee0-3f3e-49af-98cb-c9eb2cc991ef,ACTIVE,2023-09-22T06:36:14Z,2023-09-20T19:05:37Z,73,32000,51.36108,12.370141,20,LEIPZIG,370456,ninebot_g3,055WOD,True,escooter,False,False
vehicle,6a0fd413-a48d-444e-84c6-08a372e8a35c,ACTIVE,2023-09-21T21:19:37Z,2023-09-21T18:03:17Z,56,23000,51.324009,12.400317,20,LEIPZIG,370527,ninebot_g3,090WOD,True,escooter,False,False
vehicle,cfb3c9e5-0236-4f0a-9ef9-bec9d5da3085,ACTIVE,2023-09-22T08:21:18Z,2023-09-21T00:14:38Z,88,41000,51.367306,12.375385,20,LEIPZIG,370569,ninebot_g3,921WOS,True,escooter,False,False
vehicle,106a20ec-f0c3-46b4-ba02-9644c9c6c735,ACTIVE,2023-09-22T08:37:57Z,2023-09-22T00:22:08Z,87,40000,51.344395,12.370233,20,LEIPZIG,370634,ninebot_g3,979WOS,True,escooter,False,False
vehicle,168b1d2c-ff40-4fef-9a9b-2b45baa09425,ACTIVE,2023-09-22T08:08:06Z,2023-09-20T21:19:03Z,56,23000,51.348108,12.390912,20,LEIPZIG,370643,ninebot_g3,111WOD,True,escooter,False,False
vehicle,8e4692bf-4ac8-48c3-a3d7-b2895b3cd8c3,ACTIVE,2023-09-22T06:02:37Z,2023-09-16T01:55:05Z,52,21000,51.316678,12.378094,20,LEIPZIG,370644,ninebot_g3,902WOS,True,escooter,False,False
vehicle,ce7aacee-fc35-474f-84aa-b3cc00b417e6,ACTIVE,2023-09-22T08:41:45Z,2023-09-19T23:10:33Z,40,14000,51.323002,12.287321,20,LEIPZIG,370709,ninebot_g3,179WOD,True,escooter,False,False
vehicle,40efbb5e-d2d4-43b3-80a9-e40a735d9612,ACTIVE,2023-09-22T08:40:56Z,2023-09-21T00:30:16Z,90,42000,51.371838,12.364467,20,LEIPZIG,370899,ninebot_g3,931WOS,True,escooter,False,False
vehicle,dec8f3b7-46c0-4aa7-a480-c327f24848eb,ACTIVE,2023-09-21T20:25:23Z,2023-09-20T19:58:07Z,74,33000,51.338638,12.403759,20,LEIPZIG,370920,ninebot_g3,145WOD,True,escooter,False,False
vehicle,6de7b148-6542-4abb-9fef-0396f358af91,ACTIVE,2023-09-22T07:28:30Z,2023-09-14T18:04:43Z,53,21000,51.371852,12.364442,20,LEIPZIG,370970,ninebot_g3,069WOD,True,escooter,False,False
vehicle,5ada57ea-a084-4876-87e3-2f82389eba3b,ACTIVE,2023-09-22T07:17:10Z,2023-09-18T23:08:18Z,28,8000,51.343149,12.365223,20,LEIPZIG,370985,ninebot_g3,040WOD,True,escooter,False,False
vehicle,145dd621-51df-468d-a015-eb290960b3d3,ACTIVE,2023-09-22T08:13:49Z,2023-09-21T21:36:37Z,93,43000,51.349928,12.463287,20,LEIPZIG,370995,ninebot_g3,975WOS,True,escooter,False,False
vehicle,f42aacd3-931d-49f4-a839-523c5ffb22df,ACTIVE,2023-09-22T08:27:03Z,2023-09-20T21:37:23Z,89,41000,51.357485,12.376954,20,LEIPZIG,371004,ninebot_g3,035WOD,True,escooter,False,False
vehicle,112a2141-747c-4c12-8560-92136d24a297,ACTIVE,2023-09-22T01:17:12Z,2023-09-19T23:20:10Z,68,30000,51.320507,12.32675,20,LEIPZIG,371005,ninebot_g3,052WOD,True,escooter,False,False
